text,label,id,y_true,pred_classical,pred_bert,pred_hybrid,classical_correct,bert_correct,hybrid_correct
@dofvmin Опять работать:(,negative,1319749170530570240,negative,negative,neutral,negative,True,False,True
боже думала никогда больше не вернусь в свой универ и вот я снова здесь потому что нужно для подружки сдать все документы для защиты диплома,negative,1308371655362777089,negative,negative,neutral,negative,True,False,True
"@ksu_jj смотрю уведомления с вк, думаю, что надо идти в душ и спать, а то что-то рубит сильно...

а ты?",neutral,1339226318710452224,neutral,neutral,negative,neutral,True,False,True
@fuckicantrelax Ну у меня тоже бабушка. 🗿,neutral,1297245727098318848,neutral,neutral,positive,neutral,True,False,True
"@E7TeHVjFCRAuFJw Может быть. Но интересно то, что сон повторяется часто и в течение длительного времени🤔",neutral,1288788047337869312,neutral,neutral,positive,neutral,True,False,True
"@wauflee Лично я собиралась с духом целый день, отрыла старый аккаунт и ворвалась. Кстати, посылаю любовь💕💕",positive,1296115668392333313,positive,positive,neutral,positive,True,False,True
привет мы тут на вас из ленты попялим https://t.co/pjqjP4RNG4,neutral,1330542721132601353,neutral,neutral,positive,neutral,True,False,True
"Сегодня фотографировал дементоров, но они застеснялись и попрятались за высотками :с https://t.co/xbZGH6xwWI",neutral,1332618125670486017,neutral,neutral,negative,neutral,True,False,True
"@OrtoDogge Ну по матчасти любое внимание с интимным подтекстом - харасмент, и привет.",neutral,1286346052212346883,neutral,neutral,positive,neutral,True,False,True
китаянки правят миром https://t.co/IiLptftIMo,neutral,1298267212113825792,neutral,neutral,negative,neutral,True,False,True
Все так! https://t.co/NsiHIJWljO,neutral,1331611001968603143,neutral,neutral,positive,neutral,True,False,True
@Liana_Akinya Сестра 🤭😉,neutral,1253368307668967424,neutral,neutral,positive,neutral,True,False,True
"@badabumsss Пхпх, ладно)",neutral,1320069795677700096,neutral,neutral,positive,neutral,True,False,True
@dyston1a ((((( ты,negative,1216381995460284417,negative,negative,neutral,negative,True,False,True
@1suckedmefucked БЛЯТЬ ЭТА КАРТИНКА АЗВЫХЫХВХХСХСХАСХСХ,negative,1228406679160655873,negative,negative,positive,negative,True,False,True
@ULY4SW1FE у меня подруга думала что бтс это только чонгук и чимин 😔,neutral,1335876781098799104,neutral,neutral,positive,neutral,True,False,True
а нет. я перепутала время,neutral,1288881953580687362,neutral,neutral,negative,neutral,True,False,True
@osaakji прощай.,neutral,1306212310202175494,neutral,neutral,negative,neutral,True,False,True
ОХТЫЖБЛЯТЬ https://t.co/azoH6rMiEe,negative,1336697266653040642,negative,negative,positive,negative,True,False,True
СЗАО СКВО: Сельхозпредприятие СЗАО «СКВО» в обороне: рейдерский беспредел на юге России https://t.co/DwqO1sgEx7,neutral,1243576868567162880,neutral,neutral,negative,neutral,True,False,True
@typoe09 НЕ ПИЗДИ У МЕНЯ КОНТЕНТ,negative,1285161513649614848,negative,negative,neutral,negative,True,False,True
@altvnya ути какая малышуля,positive,1272169308903391235,positive,positive,neutral,positive,True,False,True
аня из 2016 заказывала разные милые штучки с синнамонроллом откладывая деньги со столовки https://t.co/nK64tiMPf8,neutral,1303355850757672960,neutral,neutral,positive,neutral,True,False,True
"У МЕНЯ РОДИНКА ПОД ЛОКТЕМ, Я ТОЛЬКО СЕЙЧАС УВИДЕЛА, КОГДА РУКУ ХУЙ ЗНАЕТ КАК ВЫВЕРНУЛА.",negative,1339903019333406720,negative,negative,positive,negative,True,False,True
"Я как тот Атлант ,что на своих могучих руках держит черепаху ,которая держит на своей спине целый мир .
И не получаю за это даже спасибо.",negative,1220328533538545664,negative,negative,positive,negative,True,False,True
"@ErshebetD шашлыки..ух, не из собачатины, надеюсь?",negative,1312079076165914624,negative,negative,neutral,negative,True,False,True
На самом деле я ловлю уруру с этого облачка.,positive,1217126476052606976,positive,positive,neutral,positive,True,False,True
ХВАТИТ ПОЖАЛУЙСТА Я ПРЕДПОЧИТАЮ ЧАЙ БЕЗ НАСЕКОМЫХ,negative,1286031949191090176,negative,negative,positive,negative,True,False,True
Прохладная ночь,neutral,1287851308221898753,neutral,neutral,negative,neutral,True,False,True
@nenyzhnayaa Ты тоже смотрела¿¿¿¿¿,neutral,1334560075843821574,neutral,neutral,positive,neutral,True,False,True
"щас сидел пытался отгадать чей глаз в конце в клипе изи в сепии....
а есть ответ где нибудь",neutral,1294736316970807297,neutral,neutral,negative,neutral,True,False,True
@inuzuka_boy Ты не Тобирама одумайся.,neutral,1318310847199006722,neutral,neutral,negative,neutral,True,False,True
вздох из-за того что я ничего не успеваю чувствую себя тупой😃,negative,1248669105940566023,negative,negative,positive,negative,True,False,True
ЖЕСТЬ Я СЕЙЧАС ЗАПЛАЧУ ПРЯМ НА УРОКЕ,negative,1337695821370970114,negative,negative,positive,negative,True,False,True
@ish_fire Галстук-бабочка? 🤔,neutral,1273680902510587912,neutral,neutral,positive,neutral,True,False,True
КАКОЙ НАХУЙ БЛЯТЬ МАЙОР КОГДА ТУТ ПИЗДЕЦ,negative,1265660541810495488,negative,negative,positive,negative,True,False,True
"Да что ж это такое
Опять волнение внутри",neutral,1271503412807569408,neutral,neutral,negative,neutral,True,False,True
В Иране от коронавируса умерла депутат Фатима Рахбар. Её избрали в парламент страны нового созыва на выборах 21 февраля 2020 года.,negative,1236241152510234624,negative,negative,neutral,negative,True,False,True
"У афтора жопа мозга
/минус гомосексуальность/ https://t.co/W0lO3z3Nyy",negative,1286798621816520704,negative,negative,neutral,negative,True,False,True
"В Орле изъяли и утилизировали около 65 кг недоброкачественных рыбных деликатесов
https://t.co/UZl1eP9Rke https://t.co/DfdL6P0CKD",neutral,1294171524602245120,neutral,neutral,negative,neutral,True,False,True
"@Gonego6 Апхахах,я не одна такая в этом мире 🤣❤️",positive,1256275757275459585,positive,positive,negative,positive,True,False,True
@kirillmenko98_ @196yralo4ka Мелкий бизнес видимо рушится🤷‍♀️ На Швецию прям молится,negative,1246753110111944709,negative,negative,positive,negative,True,False,True
@tw_moonchild КАК НОЧЬЮ СПАТЬ БЛЯТЬ,negative,1237830302980026369,negative,negative,positive,negative,True,False,True
@nastya__twt_ НАСТЯЯЯ ВАУ,positive,1248623530616348681,positive,positive,negative,positive,True,False,True
@rshnkvch2 Ну я иду полюбасу главное чтоб пропустили ....,neutral,1222954956375887874,neutral,neutral,negative,neutral,True,False,True
что ни год то проебы мои то подарки приходят слишком поздно то я забываю про друга 😃😃,negative,1337409153296371726,negative,negative,positive,negative,True,False,True
не знаю как я к этому дошла честно,neutral,1252005339215659008,neutral,neutral,negative,neutral,True,False,True
"Арония черноплодная — совсем не рябина #сад 
https://t.co/qvcvwf26OG",neutral,1295002382670213121,neutral,neutral,negative,neutral,True,False,True
это однодневный движ ок простите,neutral,1251834446501818369,neutral,neutral,negative,neutral,True,False,True
@soobinmyboy КАРИНА КОРИЦА САМАЯ ДРАГОЦЕННАЯ ДЕВОЧКА УВУ,positive,1231248991213453312,positive,positive,negative,positive,True,False,True
"@marg0sh1a На тебя пописали муравьи, и ты это попробовала?",neutral,1295758649223188480,neutral,neutral,negative,neutral,True,False,True
"3) кико, был рон-рон в фильме и белль в 4м сезоне",neutral,1285125715277512709,neutral,neutral,positive,neutral,True,False,True
@cosmoxxxi Я ТОЖЕ ХОТЕЛА ЭТО ЖЕ ЗАТВИТИТЬ РЫДАЮ,negative,1310187973510664192,negative,negative,positive,negative,True,False,True
@AllaPirumova Он как Беззубик от мира котов,neutral,1341367800321982465,neutral,neutral,negative,neutral,True,False,True
я нашла свою фотку которая вообще была сделана в январе боже https://t.co/alhDzec6QH,neutral,1275301011167621122,neutral,neutral,positive,neutral,True,False,True
Гермиона решительным движением вбежала в комнату и распахнула дверцы шкафа. Оттуда со стуком выпал Воландеморт.,neutral,1342916760991838208,neutral,neutral,negative,neutral,True,False,True
@Dobby_Go ахаха дякую,positive,1275876624827846658,positive,positive,negative,positive,True,False,True
"#биавгуст проебан, т.к. какие-то би называли себя радфем, и радфем решил назвать всех би ебанутыми

матчасть who
би не радфем who",negative,1295263184484470786,negative,negative,positive,negative,True,False,True
@AINAZULKEN С весьма переменным успехом,neutral,1251229783041748992,neutral,neutral,positive,neutral,True,False,True
@tooorun2 Ты реборн смотришь вообще-то,neutral,1246908672665702404,neutral,neutral,negative,neutral,True,False,True
@linanespit как и у меня :(,negative,1302192552179830790,negative,negative,neutral,negative,True,False,True
Альберт Эйнштейн никогда в жизни не носил носков.,neutral,1298379002911088643,neutral,neutral,negative,neutral,True,False,True
"Слово ""завтра"" придумано для людей нерешительных и для детей.

Иван Сергеевич Тургенев",neutral,1223224243271409665,neutral,neutral,negative,neutral,True,False,True
Столько дел столько дел тютелька в тютельку успеваю,neutral,1246725352203980800,neutral,neutral,negative,neutral,True,False,True
@oksotrouble @dupaingrest МАНДЕЛЬШТАМА КНИЖКУ СТАВИШЬ ПОД КОСУЮ ПОЛКУ,neutral,1251843338430492677,neutral,neutral,negative,neutral,True,False,True
"в последнее время у меня скучные твиты, потому что стримить. надо стримить.
поэтому я ухожу в мини-рест до 25 августа или может побольше.",neutral,1297292086748884992,neutral,neutral,negative,neutral,True,False,True
@Snezhan81022269 Надо чтоб было пироженко,neutral,1294637239125893120,neutral,neutral,negative,neutral,True,False,True
@absinthelover17 Я ГОЛОВОЙ ОБ ЛЮСТРУ УДАРИЛАСЬ ОК ДА,negative,1293302024390533122,negative,negative,positive,negative,True,False,True
а то я отвлекаюсь....,neutral,1333714579654914054,neutral,neutral,negative,neutral,True,False,True
@lohyyyshka меня папа лизой хотел назвать..)),neutral,1292110456182669312,neutral,neutral,positive,neutral,True,False,True
Я в смятении https://t.co/0AdFElpaJJ,neutral,1287450878056828929,neutral,neutral,negative,neutral,True,False,True
@jhobi39 я тоже🥺,neutral,1283067075385229319,neutral,neutral,positive,neutral,True,False,True
@kkjmmyboy Я ТОЖЕЕЕ,neutral,1272849633379848193,neutral,neutral,positive,neutral,True,False,True
я думаю мне очень грустно раз я слушаю шестой раз the room where it happens ради концовки песни голос лесли это что-то чертовски хорошее,negative,1240038687917867009,negative,negative,positive,negative,True,False,True
@Aleksagain @fanat1k_ru Это точно ),neutral,1291058310846853121,neutral,neutral,positive,neutral,True,False,True
@constant_in_opl Господибожемой праведный.... Там тоже будет контент....,neutral,1247425100539969543,neutral,neutral,negative,neutral,True,False,True
@silentcryinyour БЛЯТЬ 😭😭😭😭😭😭,negative,1291664148674351104,negative,negative,positive,negative,True,False,True
"А это групповые, это самые приличные что были... https://t.co/jaC0Mz2lwu",neutral,1322886165960269825,neutral,neutral,positive,neutral,True,False,True
"Небо он облетел
Вернулся
Он так не хотел

Zivert - Шарик",neutral,1236151595706052609,neutral,neutral,negative,neutral,True,False,True
@xingqiucatboy а разве нельзя тогда просто подстрелить геймпад у плойки,neutral,1318339330713202688,neutral,neutral,negative,neutral,True,False,True
"@enn_holland ну а чо, она мой главный спонсор)",neutral,1310576001181716480,neutral,neutral,positive,neutral,True,False,True
@oblomchik2017 Держись! У тебя всё будет норм,positive,1247231189477441536,positive,positive,neutral,positive,True,False,True
"@ditya_tko Эх,если бы((",negative,1218974385727594501,negative,negative,neutral,negative,True,False,True
Лешенька а тебя то как туда затащили? https://t.co/F453dWJKMs,neutral,1285967101044207616,neutral,neutral,negative,neutral,True,False,True
Из кого мультика сбежал ? https://t.co/KcC66UOif4,neutral,1277336792107270148,neutral,neutral,negative,neutral,True,False,True
ооо солнышко я скучала наконец-то ты появился https://t.co/97uR0rgLD0,positive,1257567028262711297,positive,positive,negative,positive,True,False,True
"@gnooskov ""Околпачивать"" это от прадедов наследие",neutral,1218174565521797121,neutral,neutral,negative,neutral,True,False,True
смотрит в пустоту https://t.co/ONQQ0WbIeA,neutral,1281182687856939009,neutral,neutral,negative,neutral,True,False,True
АШИДО НАДЕЮСЬ СЧИТАЕТСЧ,neutral,1314617833817624576,neutral,neutral,positive,neutral,True,False,True
"До 10 000 приморцев могут потерять работу из-за длительного периода самоизоляции  (ОПРОС, ПЕРЕКЛИЧКА) https://t.co/lcFmh8Xa6u",neutral,1247391160240406528,neutral,neutral,negative,neutral,True,False,True
ОН УЛЫБАЕТСЯ https://t.co/mrxjmq65lV,positive,1284893812201005056,positive,positive,negative,positive,True,False,True
Жозе «никакой драмы» Моуриньо,neutral,1333084171540045825,neutral,neutral,negative,neutral,True,False,True
Ребят а ведь Кири скоро запоет,neutral,1230488207378219008,neutral,neutral,negative,neutral,True,False,True
@antareshope ладно( не буду ниче писать,neutral,1247437318526566401,neutral,neutral,negative,neutral,True,False,True
Даже в самые тяжёлые и темные времена помните 🙏🙏🌎Добро всеравно победит♥️♥️♥️🌎 https://t.co/B7PF24ZVOV,positive,1332647510951784448,positive,positive,negative,positive,True,False,True
@TubaOzyol @MTV @BTS_twt Юнги один из участников BTS может противоcтоять ведущему.,neutral,1300417359144988672,neutral,neutral,negative,neutral,True,False,True
"@reallynofantasy Охх, сил нам всем пережить этот семестр &gt;&lt;",negative,1264161950554087425,negative,negative,positive,negative,True,False,True
@Crazy_Mingi я хз я видела это в страглс твит там тоже кто-то перепутал,neutral,1328777346950828049,neutral,neutral,negative,neutral,True,False,True
ПОЧЕМУ ОН ВЫГЛЯДИТ ТАКИМ.... Я НЕ ЗНАЮ.... НЕЖНЫМ??? СОФТ???? 🍑 https://t.co/uqUQTBrMkX,neutral,1338752890840682498,neutral,neutral,negative,neutral,True,False,True
Я СНОВА С ПРОСОНЬЯ НЕ ПОНЯЛА ПРИКОЛА ААА,neutral,1287983969892474881,neutral,neutral,negative,neutral,True,False,True
@Sandrrrraaaaa_a Я тоже не понимаю почему все хвалят немцев когда мы сделали тоже что они только за пару часов,negative,1298283859289747457,negative,negative,neutral,negative,True,False,True
"@dw_russian Ещё даже инаугурации Лукашенко не было, в начале ноября без неё он потеряет все права. Поэтому Тихановская права.",neutral,1305777109206478848,neutral,neutral,negative,neutral,True,False,True
"@neurasthenic_ Я смотрела в какой-то озвучке и там было:
-я б женился на такой
-мне ещё рано замуж
ПЛАЧУ",negative,1247882162239492099,negative,negative,neutral,negative,True,False,True
@etufilns @NCTsmtown_DREAM в смысле... это же седрик,neutral,1308055551616733184,neutral,neutral,negative,neutral,True,False,True
@gralxncer @ser_barnes ИЗ-ЗА ВОЛЕЙБОЛА ПОДУМАЛА ЧТО ЭТО КАК-ТО СВЯЗАНО С АСОМ,neutral,1249734689839079426,neutral,neutral,positive,neutral,True,False,True
"@shadowshadow301 @Szaj4enko @GolosAmeriki Затягивай Тарасик, протяжно, со слезами на глазах - щенэвмэээээээрла🤣🤣🤣",negative,1261230115264102400,negative,negative,positive,negative,True,False,True
нервно жду 20 минут в надежде что это ВСЁ,negative,1316715161982468096,negative,negative,neutral,negative,True,False,True
на всякий случай загуглите правописание слова «розетка»,neutral,1262045127268327426,neutral,neutral,negative,neutral,True,False,True
думаю самое лучшее действие в игре https://t.co/bqlcMAzk5Q,positive,1322230147454509057,positive,positive,neutral,positive,True,False,True
У этого тиктока вайбы сплюши 🗿 https://t.co/jVNtVzuuCP,neutral,1276817147206021127,neutral,neutral,positive,neutral,True,False,True
@iva_ruinite ТЫ ГДЕ ГУЛЮ ВЗЯЛА!?,neutral,1262686079838294019,neutral,neutral,negative,neutral,True,False,True
"@ManiacTactile там мог быть я, но ты пропала.. и пришлось искать тебя по фото! и вот я тут",neutral,1262132867913613316,neutral,neutral,negative,neutral,True,False,True
"хореографию how you like that ставила Сиенна Лалау, которая так же ставила хорео к On и Dionysus...мощь https://t.co/Wv5izZrI8s",neutral,1276741712619155457,neutral,neutral,positive,neutral,True,False,True
@timsdeepdreams ТИМ ЭТО БЫЛ ТЫ 😳😳😳,neutral,1267014769334259713,neutral,neutral,positive,neutral,True,False,True
"Отличный сайт для трейдера, много полезных и дельных советов с обзорами на брокеров , рекомендую  и вам . https://t.co/W1Aa2povp3",neutral,1325802121632026624,neutral,neutral,positive,neutral,True,False,True
@n4z4rOFF Как хочешь…,neutral,1313850368468582400,neutral,neutral,positive,neutral,True,False,True
@bs_lissa @jksbabyboo @Twitter ВЫ АХУЕЛИ,negative,1228551416224112642,negative,negative,neutral,negative,True,False,True
"ну зато по утрам можно спокойно печатать главы к фику, хоть что-то 😐😐",positive,1255825163175833604,positive,positive,neutral,positive,True,False,True
"@mint_smoothie_ Вроде бы ничего страшного, если научится её контролировать и относится к ней хорошо",positive,1229465162106667008,positive,positive,neutral,positive,True,False,True
"@skyllaan @sovetdacoffee Надо же подмазаться после неудачного отбора конкурса 🤣🤣🤣

Не можешь победить - подружись 😂😂😂😂😂😂",positive,1274927034410639362,positive,positive,negative,positive,True,False,True
@cactushuyactus мило❤️,positive,1273703157475016704,positive,positive,neutral,positive,True,False,True
@sand_rug саш🤝🤝🤝,neutral,1289953988326985729,neutral,neutral,positive,neutral,True,False,True
@heavydirtysoulW ахшпхз так и знала что ты так подумаешб,neutral,1234470942295941120,neutral,neutral,negative,neutral,True,False,True
неЕт пришла первая домашка пожалуйста заберите ее обратно,negative,1326486757840465920,negative,negative,neutral,negative,True,False,True
