text,label,id,y_true,pred_classical,pred_bert,pred_hybrid,classical_correct,bert_correct,hybrid_correct
"@volkova__v @bouvierrussia Он, прочитал, но, видимо, не хочет, чтобы ты приехала.",negative,1294389494171533313,negative,neutral,neutral,neutral,False,False,False
вся лента в этой новости ну нет верните меня в прошлое,negative,1262292096284864512,negative,neutral,neutral,neutral,False,False,False
@ColdCola81 уууу моя девочка,neutral,1334552433813499906,neutral,negative,positive,positive,False,False,False
Su ka где мой гадс меню? https://t.co/J1hFHXcke3,negative,1296437849626116096,negative,neutral,neutral,neutral,False,False,False
@quakexwinter Блин теперь нельзя голосовать за я/Джемма 😔,negative,1295372907485499392,negative,neutral,neutral,neutral,False,False,False
впервые делаю эдит за это время 😭,negative,1340601807182192642,negative,positive,positive,positive,False,False,False
"хочу новую зубную щетку, такую же красную, как и трусы тэёна  https://t.co/FQ4eUMZKoE",positive,1239929560529059844,positive,neutral,neutral,neutral,False,False,False
"@tttconc Съешь со сметаной и так не будет казаться, ххх",neutral,1282414642992680960,neutral,negative,negative,negative,False,False,False
"@Rika_cchi Ого, я не знала что в Москве оно есть.. 😌
Осталось пережить карантин и оказаться в Москве, лол",positive,1249270351042883584,positive,negative,negative,negative,False,False,False
@tutby Свои тридцать сребреников надеюсь все участники получили?,neutral,1313895633397350401,neutral,negative,negative,negative,False,False,False
"Скупила 5 пиздатых томов АТ и просто ХОЧУ ЕЩЁ,НО ПОНИМАЮ, ЧТО НЕ УВЕЗУ.",neutral,1292129527699771393,neutral,negative,negative,negative,False,False,False
блин удобно наверное иметь близняшку можно увидеть примерную себя со стороны и понять кто врет камера телефона или зеркало,positive,1325872732731535361,positive,neutral,neutral,neutral,False,False,False
"@Qv7ektkumizgtQp Так это вы вчера по асфальту на лыжах хуярили? Не признал,соррян.✊",neutral,1230578561096077320,neutral,negative,negative,negative,False,False,False
"@MBKhMedia Это онанизм, а не хоккей",negative,1239832122661183488,negative,neutral,neutral,neutral,False,False,False
ПАКЕТИК ПОМОЩИ ОТ БЕСПОМОЩНОЙ ВЛАСТИ https://t.co/fsPTMr7S7V с помощью @YouTube,negative,1266447858817007616,negative,neutral,neutral,neutral,False,False,False
@An4r2 @glubinniescrepi Ты чем там? Я тоже хочу😂🤘,positive,1261755737061146624,positive,neutral,neutral,neutral,False,False,False
"не успела купить игрушку, как уже придумала на что буду копить дальше. 100 тыщ? уже кажется фигнёй.",positive,1339112263018536961,positive,neutral,negative,negative,False,False,False
строю теории вот до чего уг довёл,negative,1255604672792072193,negative,neutral,neutral,neutral,False,False,False
@Hawk71Hawk Протупила),negative,1337476899707162624,negative,neutral,positive,neutral,False,False,False
@latiniano А почему вообще такой вопрос? Разве есть возможность отказа?,negative,1336473580218044417,negative,neutral,neutral,neutral,False,False,False
@rostik_tlenov какая-то дичь https://t.co/FwaoVjMRrX,negative,1311086011745738759,negative,neutral,neutral,neutral,False,False,False
@alleqmi ты че серьезно думаешь что я сейчас буду отвечать на это все,negative,1223347841013370880,negative,neutral,neutral,neutral,False,False,False
"@4sbATcclTF691C9 вот что значит, когда чужой народ у власти. И русские люди, мужчины, виноваты в первую очередь",neutral,1229397130508369923,neutral,negative,negative,negative,False,False,False
"А еще тут есть девочка моего возраста
Но что то мы обе не этого не того то го",neutral,1268621372298846210,neutral,negative,negative,negative,False,False,False
"блин я оченб хочу что-то подобное набить связанное с бантанами, тхт :((( https://t.co/7JddDFUwGl",neutral,1292892169582399489,neutral,negative,negative,negative,False,False,False
"Так и хочется выйти на сцену Олимпийского и произнести «Хеллоу, май нэйм ис Илюза, анд тудей ай толк эбаут май бизнес»",neutral,1215733312796479492,neutral,negative,negative,negative,False,False,False
"Итэр, грустно смотрящий вдаль, думает о бренности бытия без Люмин

#GenshinImapct https://t.co/crNqfqSQSx",neutral,1343600373815193602,neutral,negative,negative,negative,False,False,False
"Кто-нибудь, подарите мне батл пас в радуге. Не хочу тратить на него деньги, так как он не окупается",neutral,1333846977021423617,neutral,negative,negative,negative,False,False,False
"Здесь мы не могли отступать ...!

Великая земля - Россия!",positive,1315948258657697792,positive,neutral,negative,negative,False,False,False
@Panda_Liya_ Забыть.... 👀,neutral,1272491817339105282,neutral,negative,negative,negative,False,False,False
"@smr_sovet_r Это не новость ! Это инициатива лишь, которая не пройдёт никогда ! Так шо не переживай",positive,1303210690107322368,positive,neutral,negative,negative,False,False,False
@multycheese Тяжелый случай,negative,1299768038946897921,negative,neutral,neutral,neutral,False,False,False
Преемники полицаев и карателей против потомков красных партизан https://t.co/sVpCER0yQv через @YouTube,negative,1303791483779272719,negative,neutral,neutral,neutral,False,False,False
"В Минпросвещения заявили о единичных случаях коронавируса в школах


Ситуацию...
https://t.co/NNYjP3mIdD https://t.co/SiC4RuIw4d",negative,1302577631213350916,negative,neutral,neutral,neutral,False,False,False
"@krasnogorr @drinkins_ @Other_ti_pidor Маздоводы-геи, да",negative,1251192491501596679,negative,positive,neutral,neutral,False,False,False
"Полиция проверит руководство «Нестле-Россия» на причастность к краже земли НЛМК 

https://t.co/jCKbgIvueJ https://t.co/fKamONAwTq",negative,1320681958570151936,negative,neutral,neutral,neutral,False,False,False
@biminni да😇,positive,1303783388772552704,positive,neutral,neutral,neutral,False,False,False
"Очень спасибо @EchoMskRu за формат дебатов. Сегодняшние конечно немного стыд, но вообще политические дебаты – это прям круто.",positive,1292188776417157121,positive,negative,negative,negative,False,False,False
мой пухан просто насквозь с::::💔,negative,1238028043450548225,negative,positive,positive,positive,False,False,False
что такое этот ваш кпоп я знаю только сережу лазарева и его красивые глаза,neutral,1214247749035515906,neutral,positive,positive,positive,False,False,False
вообще я думала что у неко наколенники пристёгиваются к трусам😭,neutral,1262435533080408065,neutral,negative,negative,negative,False,False,False
Все мы - совершенны. И все ситуации в нашей жизни - совершенны.,positive,1219257870321160192,positive,neutral,negative,negative,False,False,False
Заставьте меня уйти спать я хочу это сделать уже часа 4,neutral,1254916689508159491,neutral,negative,negative,negative,False,False,False
@HistoryFoto А Конкорд летал:),positive,1322926062200901633,positive,neutral,neutral,neutral,False,False,False
@ShionZero я хочу увидеть тебя в юбке🥺💕,neutral,1304312051402264576,neutral,positive,positive,positive,False,False,False
"@ischadiye___ada ага, фух, аж попустило",positive,1344571686524497922,positive,neutral,negative,negative,False,False,False
@yagodalesnaya возможно педик именно ты. Поэтому?,negative,1245719465851060224,negative,neutral,neutral,neutral,False,False,False
моя новая подружка https://t.co/twf6zDT84s,positive,1312693248075403266,positive,neutral,neutral,neutral,False,False,False
Ходить по ленте и пытаться угадать фамилии это лучшее развлечение на сегодняшний вечер,neutral,1314579602736648192,neutral,positive,positive,positive,False,False,False
эта талия??,negative,1325988961072926720,negative,neutral,neutral,neutral,False,False,False
@souslecoeur приходи на рандеву купим тортику,positive,1271850717972742148,positive,neutral,neutral,neutral,False,False,False
"@iziumco Мне кажется, они со мной останутся, даже если я 50 кг буду весить 🤦🏻‍♀️😂",positive,1242076687669628933,positive,negative,neutral,negative,False,False,False
@PURPLEWHALEARMY Милота🥺,neutral,1284203383637803008,neutral,positive,positive,positive,False,False,False
@Euphorialife7 дыыы🤗😋,positive,1309562133047377924,positive,neutral,neutral,neutral,False,False,False
@lil_mirai Даже лучше,positive,1249327930435604481,positive,negative,neutral,neutral,False,False,False
@downalaska Да 😂 норм петушара,negative,1285152680457973760,negative,neutral,neutral,neutral,False,False,False
@u_gashii да я тебе уже и так проспойлерила все что только можно так что сильно жопу не готовь,neutral,1269365370554630150,neutral,negative,negative,negative,False,False,False
Пять месторождений «Укргаздобычи» истощены более чем на 80% https://t.co/8jXxhHWPtU https://t.co/2iXUIBnS1k,negative,1223712888080044032,negative,neutral,neutral,neutral,False,False,False
@nowbabyletsride @_mbalooks_ @seallllllllll ок. хуюша.,negative,1249733058233843717,negative,neutral,neutral,neutral,False,False,False
Я лежу и у меня просто в голове ЛАЛАЛА из make room! нонстопом,positive,1245499592025784321,positive,neutral,negative,negative,False,False,False
"Продолжаю потихонечку вникать в варгову ролевую систему, мне прямо очень. https://t.co/DOAscksbo2",positive,1324459269056532481,positive,negative,neutral,neutral,False,False,False
"@belteanews Нас, как баранов режут",negative,1316000674895876101,negative,neutral,neutral,neutral,False,False,False
"Я конечно не тренер по гимнастике, но*вот это прогиб*😏😍 https://t.co/lJm6EI4hhM",positive,1221466532091514880,positive,neutral,neutral,neutral,False,False,False
"Какой ресурс, такие и эксперДы 🤣 https://t.co/DzIIRdTOmi",negative,1253646671021584384,negative,neutral,neutral,neutral,False,False,False
"@fancies4ncore ты её изобрела, так что ты первая 👊",positive,1286025775179796481,positive,neutral,neutral,neutral,False,False,False
закончу уник и подамся в хиппи,neutral,1330561746491367424,neutral,negative,negative,negative,False,False,False
Я НИЧЕГО НЕ ПОНИМАЮ АХАХАХААХ https://t.co/OnjVzSzyPB,neutral,1265725440263688193,neutral,positive,positive,positive,False,False,False
"@dankaloool Я в «а»,но пошла бы к тебе😎",positive,1307678584346214403,positive,neutral,neutral,neutral,False,False,False
@kristinaboyar Я могу),positive,1271784489916694533,positive,neutral,neutral,neutral,False,False,False
"@_sasukedaisuki_ я не знаю что сказать просто
💕💕💕💕💕💕",positive,1284435123144994816,positive,neutral,neutral,neutral,False,False,False
@inception_time потому что эти песни становятся похожи на секту...,negative,1214575219316318208,negative,neutral,neutral,neutral,False,False,False
"#OnePiece

Без понятия, кто автор, но это божественно https://t.co/LwHt0xiQpR",positive,1262327026452770817,positive,neutral,neutral,neutral,False,False,False
тоби и курама софтятся конец света близок да,negative,1297601366328827904,negative,neutral,neutral,neutral,False,False,False
@clxav ясно нас с юанной в этом доме не любят,negative,1325521703011831808,negative,neutral,neutral,neutral,False,False,False
@nakonjce997 дааааа,neutral,1239314956589432838,neutral,positive,negative,positive,False,False,False
@ddaddy_joon вы друг друга стоите 😌,negative,1314547335964352515,negative,neutral,positive,neutral,False,False,False
@sharijnet Для байростатов качают бля буду,neutral,1331548947245133825,neutral,negative,negative,negative,False,False,False
"Почему люди так агрессивно реагируют на отрицательное мнение, которое сами же спросили?",neutral,1293281245800079368,neutral,negative,negative,negative,False,False,False
Страшно хочется гематоген,positive,1296395638167556096,positive,negative,negative,negative,False,False,False
"@crazy_huezy @Ultimate_Puddle Твое поведение зато это делает, как я понимаю.",negative,1319193978890297344,negative,neutral,neutral,neutral,False,False,False
@vilenbrutal Наидобрейший👋👋👋😂,positive,1338008116689063937,positive,negative,neutral,neutral,False,False,False
"Первый пошел! Почти угадал!
+1 https://t.co/UEe3HUjfZg",positive,1317419897350217730,positive,neutral,neutral,neutral,False,False,False
Ок я люблю мороз но так не долго,neutral,1330394238555742208,neutral,positive,positive,positive,False,False,False
В Тульской области за сутки выявили 78 носителей коронавируса https://t.co/rYvPgP7Mmm https://t.co/02TQRtfqG5,negative,1276790135879806978,negative,neutral,neutral,neutral,False,False,False
"Все получится, когда рядом настоящий друг.

#шутка #собака #собаки #юмор #бигль #друг #собакадругчеловека https://t.co/tDnaiZ0nAg",positive,1301057946785378305,positive,neutral,neutral,neutral,False,False,False
Кофе на голодный желудок просто заебись,neutral,1291942918916378624,neutral,negative,negative,negative,False,False,False
я устала,neutral,1326901847165169671,neutral,negative,negative,negative,False,False,False
КОНЦЕПТ ГОНОК КАКОГО ЧЁРТА,neutral,1265660554384945153,neutral,negative,positive,negative,False,False,False
@epsel31 красиво живешь,neutral,1283714080340049921,neutral,positive,positive,positive,False,False,False
За что вы так обращаетесь сами с собой,negative,1305232764074168324,negative,positive,neutral,neutral,False,False,False
@sandelinni я кажется уже раздробился в тыквенный крем суп от красоты а что,positive,1322621715109859328,positive,negative,neutral,negative,False,False,False
"@nE_n_kAi не запрещает.

но неужели для вас это так трагично, что это аниме выйдет и его кто-то посмотрит?",neutral,1265260040291844099,neutral,negative,negative,negative,False,False,False
"@dayanat01 Ну она хоть блондинка, у нее хоть какая-та скидка есть... (на бред сивый кобылы)",neutral,1250488884397572104,neutral,positive,negative,negative,False,False,False
"@gontarenka Так бывает у меня с людьми и их запятыми, но я всё больше отношусь с пониманием😜",positive,1285217717348335618,positive,negative,neutral,neutral,False,False,False
@yo_nice_skirt легкие хорео???!!!??!??? они хоть танцевать их пробовали?,negative,1252523507734454273,negative,neutral,positive,neutral,False,False,False
"@VRSoloviev А, Нетаньяху привился в прямом эфире! Спросите потом у него?!",negative,1340692508989394944,negative,neutral,neutral,neutral,False,False,False
@SergeiZoldberg Киргизы нужны только России.,negative,1313912574220603393,negative,neutral,neutral,neutral,False,False,False
Эпидемия скоро закончится! https://t.co/5IhDONn4Vi с помощью @YouTube,positive,1250249993656639489,positive,neutral,negative,neutral,False,False,False
Парад в честь 75-ой годовщины Победы прошел в Донецке: фото  https://t.co/38nCql8HJx https://t.co/Kf8997F14Y,positive,1275894064781672449,positive,neutral,neutral,neutral,False,False,False
@oleg_zf Видимо 😁 Да и то в фикс прайсе надо постараться уложиться))),positive,1293426154834198528,positive,neutral,neutral,neutral,False,False,False
@k_sudden поехали все в Сургут там полно снега,positive,1326509486782238720,positive,neutral,neutral,neutral,False,False,False
@the_ins_ru Поедет в москвобад на рынок спекулировать?,negative,1316792794380472327,negative,neutral,neutral,neutral,False,False,False
@t0xere ой какой няша,positive,1338779717630107648,positive,neutral,negative,negative,False,False,False
@mrs_abomination ну настя(((((((,neutral,1272644699694735361,neutral,negative,negative,negative,False,False,False
"@DmAstaroth поглядите ка, еще кобенится",negative,1282297617737756673,negative,positive,neutral,positive,False,False,False
@nJXCxaqKux6PlP5 @MoskRussia @redsquare2018 Насосала...  ( зачеркуто ) Надонатила.,negative,1255868658120785925,negative,neutral,neutral,neutral,False,False,False
При чем я инцестом считаю даже если персонаж_ки не родные но росли как сестры/братья,negative,1272984371239309313,negative,neutral,neutral,neutral,False,False,False
@elyastra Что это за новое стекло? Я готова чувствовать себя живой снова,positive,1253406299666223104,positive,negative,neutral,neutral,False,False,False
любимый эдитор снес все свои работы включая один секси эдит с теторой серотонин сдох,neutral,1293035564439154690,neutral,negative,negative,negative,False,False,False
@MiyY0c6bTWtHmBo Для них юмор слишком  сложное понятие,negative,1320729589086359552,negative,neutral,neutral,neutral,False,False,False
"меня просто разрывает, столько всего хочется",positive,1287460801771720704,positive,negative,negative,negative,False,False,False
пошли на свидание https://t.co/TyRf7Fh4c0,positive,1241380777134260226,positive,neutral,neutral,neutral,False,False,False
@Avdotia_Astr @ChernobayMariy Пошлите этот 2020 год на три русские буквы. Потому что следующий лучше не будет.,negative,1342175296133492737,negative,neutral,neutral,neutral,False,False,False
@VIFYASYA Вот получается почему мы постоянно деремся?😡😡😡,negative,1309431581128392710,negative,neutral,neutral,neutral,False,False,False
@jansoulx вышла классная и легкая дорама но там всего 4 серии круглосуточный магаз сэт бел называется,positive,1278410714286379008,positive,neutral,neutral,neutral,False,False,False
"@markotetso Котец, бизнес план. Берём эпоксидку, фирму маленьких писек, разные блесточки, штуки для белков и льем хуи, а после продаём",positive,1314946348496687106,positive,neutral,neutral,neutral,False,False,False
@terieliass скулу с ухом перенести немножко и кажется будет идеально,positive,1272965605885345794,positive,negative,neutral,neutral,False,False,False
@abstruse_cook Я тоже думал (,negative,1324667524634550273,negative,neutral,neutral,neutral,False,False,False
"@mad_harson И нельзя это так оставлять. Учитель должен учить, а не развивать комплексы в учениках.",negative,1305962749126737921,negative,neutral,neutral,neutral,False,False,False
@MWorldII Это при том что вам резик4 не сильно нравится.,negative,1249350239926005763,negative,positive,neutral,neutral,False,False,False
@Durevestnik От ржача могут и лёгкие задышать. Это вроде основная проблема,neutral,1239273739134668804,neutral,positive,negative,negative,False,False,False
Мусор пахнет «уголовкой» https://t.co/vpT0WRRhKv,neutral,1303926813006069762,neutral,negative,negative,negative,False,False,False
@dreaming1520 да!!!,neutral,1277857435261247489,neutral,positive,positive,positive,False,False,False
"@watachaneee 12 ночи, я и так жрать хочу, ты чего наделала)",positive,1290756664891789312,positive,negative,negative,negative,False,False,False
@NekroVolk ЖОПА МЕЧТЫ,positive,1336674332219740161,positive,negative,neutral,neutral,False,False,False
"@blinisgovnom АХХАХАХАХВХАХАХАХВ ЧТО ЭТО, Я ДАЖЕ НК ЗАМЕТИЛА БОЯТЬ ФУ",neutral,1344362193656152067,neutral,positive,positive,positive,False,False,False
@eatmypussyjesus не зря а тиктоке говорят что мы hoes 😔,negative,1344060606421344257,negative,neutral,neutral,neutral,False,False,False
"@SvobodaRadio А что поёт батька с холуями? Неужели ""чёрный ворон, ты не вейся надо мной""?",neutral,1312808205567827969,neutral,negative,negative,negative,False,False,False
"Здравствуйте, я напился медовухи в 40 градусов и отрываюсь под Меладзе",positive,1292882707257720832,positive,neutral,negative,negative,False,False,False
@sugarmin_0 @_bad_girl_2019 я отказываюсь разбираться в ваших проблемах,negative,1218627722286706698,negative,neutral,neutral,neutral,False,False,False
@cute_dolboeb 👀👀👀👀 кьют,positive,1284132554413613056,positive,neutral,neutral,neutral,False,False,False
@yoshkinkrot Редкие животные находятся у власти.А именно в Единой России.Да??,negative,1337668852004626434,negative,neutral,neutral,neutral,False,False,False
