text,label,id,y_true,pred_classical,pred_bert,pred_hybrid,classical_correct,bert_correct,hybrid_correct
"когда-нибудь я начну разгребать этот завал... и заполнять другие альбомы 
когда-нибудь... https://t.co/AFVrzO3wp0",neutral,1252505434457542658,neutral,neutral,negative,negative,True,False,False
почему я всё ещё жива?,negative,1308006763472527365,negative,negative,neutral,neutral,True,False,False
"@try_to_wake_up @bagatoditna_mat Сам себя назвал заебись, а теперь говоришь что то против этого https://t.co/bd2GORastD",negative,1219366444074442757,negative,neutral,negative,neutral,False,True,False
еще поспать или не стоит,neutral,1308369965049880576,neutral,neutral,negative,negative,True,False,False
@PisosKakVeselo Ура,positive,1265682935191154688,positive,positive,neutral,neutral,True,False,False
"@Breege_52 Научить, ага. У них же противоположный процесс идёт. Не научить, а забыть. Историю, логику, предков.",negative,1320075780970381315,negative,negative,neutral,neutral,True,False,False
я скучаю по тем временам когда абсолютно все в фандоме шутили про джейсона деруло,neutral,1288790828140371968,neutral,neutral,negative,negative,True,False,False
@UrgvRazvedka Что? Мы накануне большого шухера???🙊,negative,1295781327824920577,negative,negative,neutral,neutral,True,False,False
ну давай въеби мне https://t.co/U6BtXwqHbz,negative,1252150906747052032,negative,neutral,negative,neutral,False,True,False
"как говорила Гермиона ""страх перед именем только усиливает страх перед тем кто его носит""",neutral,1238851397900271616,neutral,neutral,negative,negative,True,False,False
@yoongimysweety я не знаюююю😭😭😭😭😭,negative,1334618255005274112,negative,negative,neutral,neutral,True,False,False
ПУТИН ПОСАДИЛ НАРОД НА КУКАН! РОССИЯНЕ ЗАВОПИЛИ ОТ БЕДНОСТИ И НИЩЕТЫ https://t.co/TCYGlt7x0z с помощью @YouTube,negative,1215492748507275264,negative,neutral,negative,neutral,False,True,False
➡ Юрий Дудь и Little Big покорили сердца зрителей YouTube в 2020 году https://t.co/oilJ40iheD,positive,1335951330649640961,positive,neutral,positive,neutral,False,True,False
@powerpuffluvv я думала это все актрисы 😳,neutral,1339501708330852352,neutral,neutral,positive,positive,True,False,False
"Громкий вброс Соловьёва, опровержение со стороны КПРФ https://t.co/hbLWOHvoP2 #левые #лейбералы",negative,1332750426610020357,negative,neutral,negative,neutral,False,True,False
@E_Kustov У него как раз служба закончилась.,neutral,1263788791732584448,neutral,negative,neutral,negative,False,True,False
"Наконец-то у меня бинго!!!
Хотя бы где-то https://t.co/YZeHhGnxWD",positive,1262008599066394624,positive,neutral,positive,neutral,False,True,False
"@kpopdoran @lolseji ПОДРУГА, ТЯЖЁЛАЯ АРТИЛЛЕРИЯ-ЭТО КОЛИЧЕСТВО ТВОЕЙ ПОДПИСОТЫ...",negative,1266416858728730626,negative,neutral,negative,neutral,False,True,False
@Kis__Modar Прочитала его голосом конец твита😂,positive,1300730908509601792,positive,neutral,positive,neutral,False,True,False
девочки давайте обниматься,positive,1330943822398943232,positive,positive,neutral,neutral,True,False,False
"УРА ДОББИ СВОБОДЕН

#straykids #straykidsgo https://t.co/ga7k7Yghnq",positive,1284025494833438720,positive,positive,neutral,neutral,True,False,False
@Graf_CbIP @shipovniks @kachtanyi Ох нихуя себе... Не видел эту фотку 😍,positive,1342563051128696832,positive,negative,positive,negative,False,True,False
"накипело уже, я не кайли дженнер чтобы оплачивать себе дополнительные гигабайты, но я все равно их покупаю потому что по-другому никак.....",negative,1278059269330538496,negative,negative,neutral,neutral,True,False,False
"Окай, почитал комменты - вроде это образ (кому-то проиграла стрим без улыбки). Ну окай.",neutral,1259320415115149314,neutral,neutral,negative,negative,True,False,False
Блин карантин https://t.co/4Jxb3P1fWq,negative,1244232467625590785,negative,negative,neutral,neutral,True,False,False
Ё 💕💕💕 ӝ,neutral,1223158229137534976,neutral,neutral,positive,positive,True,False,False
и кушать уже хочу тт,negative,1292769490384691202,negative,neutral,negative,neutral,False,True,False
"боже в моем тик токе видосы с эйтиз, ребетяяяяяя я в Раю",positive,1324313177228759040,positive,negative,positive,negative,False,True,False
@hahaha_hahi карие глаза и красные волосы🗿но если считать натуральный цвет то темно русые,neutral,1271513772738449408,neutral,positive,neutral,positive,False,True,False
@vkozulya ни одного феминитива в должностях участниц. Вы серьёзно?,negative,1235898515601141765,negative,neutral,negative,neutral,False,True,False
"хочу помидор
но я не ем помидоры😐",neutral,1307978107991793664,neutral,neutral,positive,positive,True,False,False
@O_Kras Везёт. Я со своей динамикой здесь гость),positive,1263548898477563905,positive,neutral,positive,neutral,False,True,False
"@sheffchenkoyuri Свобода- понятие относительное. Сейчас свободен,через пять минут выносишь мусор.)",neutral,1280392950724395008,neutral,neutral,negative,negative,True,False,False
@kotonokkuro Восьмое чудо света - наступление лета в заполярке,positive,1223710472182038528,positive,neutral,positive,neutral,False,True,False
"Вот так всегда
Вижу у себя в подписчика на рабочей инсте красивых парней, а они либо заняты, либо школьники",neutral,1320298121012957187,neutral,neutral,positive,positive,True,False,False
смотрю багровый пик и пытаюсь уложить в голове что вот это чарли ханнэм,neutral,1285596802717286400,neutral,neutral,negative,negative,True,False,False
@KHUNAGUEROSEKSI неееет тыыы как ты можешь так думать ты же такое солнышко не расстраивайся https://t.co/HCkfXz5XAp,positive,1341453242480340992,positive,positive,negative,negative,True,False,False
Я И ЛИНА ОТВЕЧАЮ https://t.co/C7tA9bq25M,neutral,1219692941301702656,neutral,neutral,positive,positive,True,False,False
@woosungmydaddy 😭😭😭ОТСТАНЬ😭😭,negative,1273237904312152064,negative,negative,positive,neutral,True,False,False
"@reimeess Как вы это находите ! Я даже не нашёл этого , мое любопытство би лайк",positive,1274683542501539840,positive,positive,neutral,neutral,True,False,False
в общем у кого там когда-либо было желание быть мною связанным или отхлестанным обращайтесь сегодня самое время https://t.co/9IzdWcEbRi,neutral,1291812203427958784,neutral,neutral,negative,negative,True,False,False
@Cockroaches_Top @dobryfey @ikairika Надеюсь за это платят,neutral,1286165424514543616,neutral,negative,neutral,negative,False,True,False
"Пил я чутка и то пиво, мне нужно было пообщаться с друзьями и то мы больше работали",neutral,1242028692215300097,neutral,negative,neutral,negative,False,True,False
@totsamylysy Закрыл финансовое окно,neutral,1242122959197802499,neutral,neutral,negative,negative,True,False,False
"@elcapicc У меня так тоже было, потом само пропало 🤷‍♀️",neutral,1330439474157924352,neutral,neutral,negative,negative,True,False,False
мне в принципе комфортно {': сама с собой веду беседу,positive,1340279135147593728,positive,neutral,positive,neutral,False,True,False
@weesnodea ПИЗДА,negative,1244689760003731456,negative,negative,neutral,neutral,True,False,False
"С одного бала на другой! Утомительно, но крайне занимательно!",positive,1214216233047990274,positive,neutral,positive,neutral,False,True,False
"белка передаёт, что хамон отлично заходит https://t.co/0zA42ld1En",neutral,1308012786509729792,neutral,positive,neutral,positive,False,True,False
учитесь 🤤,positive,1236204699814113282,positive,neutral,positive,neutral,False,True,False
я не хочу писать курсовую,negative,1336617402897997824,negative,negative,neutral,neutral,True,False,False
"Женские ошибки, искажающие форму лица https://t.co/iip9quGRtZ",negative,1259446885955194881,negative,neutral,negative,neutral,False,True,False
"@NikkiFuture @therusfed Можно спросить ""не хама""?
*В п...у  Вам лень* ? А в куда не лень?

** Так в статусе написано",negative,1236286731986534401,negative,neutral,negative,neutral,False,True,False
@toky_sleepyhead Я сама очень переживаю 😓😓😓😓,negative,1336402608408420358,negative,negative,positive,positive,True,False,False
@b_ochka так я не поняла КАКОГО ЗУЯ,negative,1272500151404433409,negative,negative,neutral,neutral,True,False,False
"@serge7volovi у меня в шаговой доступности ТРАМВАЙНОРЕМОНТНЫЙ ЗАВОД, а вот химчистка далековато)",neutral,1317884890466177025,neutral,neutral,negative,negative,True,False,False
"@WBecouse Я кстати громче могла, но это уже стрёмно было",neutral,1267206637787516931,neutral,neutral,negative,negative,True,False,False
я могу написать целый тред с анализом себасиэлей и своих мыслей по поводу их отношений но мне лень,neutral,1302288266176192512,neutral,neutral,negative,negative,True,False,False
@Shevvaaa зай сделай мне умоляю😭😭😭😭 https://t.co/GDCSs2Ykkd,neutral,1251251434051514369,neutral,neutral,positive,positive,True,False,False
"Реакция моей мамы на экран блокировки:
- Это кто? Мелкий Лукашенко? Что? Катя, ты ненормальная?
#колялукашенко #Лукашенко #лукашенкониколай",negative,1309946440354066433,negative,neutral,negative,neutral,False,True,False
"а еще я смортю немо, да",neutral,1218216038795501568,neutral,neutral,negative,negative,True,False,False
@LuVi23782193 Аахах,positive,1225119913502576641,positive,positive,neutral,neutral,True,False,False
@xing4enlovesyou (да простит меня сичэнь) да поел,neutral,1300041037814132736,neutral,neutral,negative,negative,True,False,False
Как нам двоим провели интернет в дурку @moriartymustdie https://t.co/IVrntwohj9,negative,1242147827221966849,negative,negative,neutral,neutral,True,False,False
кому надо те зайдут,neutral,1286365178259484673,neutral,neutral,negative,negative,True,False,False
@deulicoe Я ещё чтобы типо не заболеть бегала домой менчяла САПОГИ с ТУФЕЛЬКАМИ СВОИМИ каждые минут 15 лол,neutral,1326942884235513856,neutral,neutral,negative,negative,True,False,False
"@SergeyIvanov11 @kompolk По-вашему, победы не было? Это обман вселенского масштаба?",negative,1245621545600311296,negative,neutral,negative,neutral,False,True,False
"я настолько конченный, что купил гречку с доставкой от перекрёстка.",neutral,1245300706514546688,neutral,negative,neutral,negative,False,True,False
Тогда я выбирала между профессиональным спортом и тусовками с долбаебами,neutral,1235050322474618880,neutral,neutral,negative,negative,True,False,False
"Он серьезно хочет отдать косарь за тост ""за сосиски с сыром"" Не ну так в стиле Арса что Я хуею",negative,1303734428653453312,negative,neutral,negative,neutral,False,True,False
этот твит не является призывом к действиям но если вам хочется судить не стану,neutral,1271516163487473668,neutral,negative,neutral,negative,False,True,False
@hochuponit @aintafuckingmr @lomaloxxx УЖАСНО,negative,1245018085922406401,negative,negative,neutral,neutral,True,False,False
"«Спартак» продлит контракты Ребровым и Ещенко, Федуну - респект и уважуха
https://t.co/YoECpDMb8O",positive,1221425302091464705,positive,neutral,positive,neutral,False,True,False
"@Taetachiri Фу Боже, какой-то сасэн",negative,1263932027189035008,negative,negative,neutral,neutral,True,False,False
"Чувствую я многое пропустила 👀 что-то произошло с НСТ , тег у нас какой-то загадочный тоже . 
Ну ни на минуту из Тви нельзя уйти 👀",neutral,1237092319381401602,neutral,neutral,negative,negative,True,False,False
"@superkara2 Сарделька

Я просто только что покушала 😅",positive,1283554080233680896,positive,negative,positive,negative,False,True,False
@_backstagequeen @ododecembriste Ещё бы ты был против таких солнышек как мы),negative,1231202035996995586,negative,positive,negative,positive,False,True,False
@sarawaats_wiife Согл она поддерживает беливеров и не только..... Странная личность,negative,1261684308068220928,negative,neutral,negative,neutral,False,True,False
реву. https://t.co/ysUTxe6kY5,negative,1337316379498835971,negative,neutral,negative,neutral,False,True,False
"@feelhugs хотя не думаю, что так вообще можно сказать, ари классная",positive,1275404706937016320,positive,positive,neutral,neutral,True,False,False
"@Voorhis1488 Лишь крикнул ему, что Коннар лучший! А он такой ЧО??? А ему ХУЙ В ОЧО!!!!!! Тот то и замолчал!",negative,1320451322152472586,negative,negative,positive,positive,True,False,False
afraid это вообще отвал всего🥵,negative,1264228178614202368,negative,negative,positive,positive,True,False,False
@frsmth раз ты ешь рыбу и если мы когда-нибудь встретимся я приготовлю тебе молоки и пузырь будешь первооткрывателем 🥰🥰🥰🥰🥰🥰,positive,1306106919933837312,positive,neutral,positive,neutral,False,True,False
@devialesss мое единственное желание в этой жизни 😭,neutral,1280434046540095488,neutral,neutral,positive,positive,True,False,False
@alex_kimlen посмотрим доживу ли до Запорожья.... будут ли силы убегать от правых....,negative,1305534825252753409,negative,neutral,negative,neutral,False,True,False
"@fullhausss Гражданину Германии нужно приложить много усилий, чтобы оказаться без крыши над головой.Это прямо сильно нужно постараться",neutral,1264111514061062144,neutral,neutral,negative,negative,True,False,False
@cucumbera_sharf Просто скинь порнушку что ль.,neutral,1251265552057880576,neutral,neutral,negative,negative,True,False,False
Вспоминаю лицей и вздрагиваюсь от вида этих книжечек https://t.co/pDDITnam6R,negative,1251775592040718336,negative,neutral,negative,neutral,False,True,False
"ну всё, а теперь я спать 😗✌",neutral,1263685657966399489,neutral,neutral,positive,positive,True,False,False
"@summatosha @klimyshkinfulu1 8 тыс . нервных окончаний? 
Моя жизнь теперь не будет прежней..",neutral,1309568575506731008,neutral,negative,neutral,negative,False,True,False
хелп меня сталкерят https://t.co/sxmWyBQmZX,negative,1218149554866065408,negative,neutral,negative,neutral,False,True,False
"@turururinka @_evless @Dasheshka97 @skorpy2000 Ну он местами видит то, чего нет, а с чем-то круче трояна у него проблемы",neutral,1262656489036144640,neutral,neutral,negative,negative,True,False,False
"@baekhybunny красота для каждого своя, каждый находит её сам",neutral,1287811986621902849,neutral,neutral,positive,positive,True,False,False
Так смешно слышать как на заднем плане мемберы пытаются не заржать в голос,positive,1271764944451702784,positive,positive,negative,negative,True,False,False
@dw_russian А что РПЦ про смертную казнь говорит?,neutral,1241390033933930497,neutral,neutral,negative,negative,True,False,False
"@great_knee Бро,моя тоже",neutral,1296560667240128513,neutral,neutral,positive,positive,True,False,False
@MashkaOrlova1 Клёвые,positive,1335235606222397440,positive,positive,neutral,neutral,True,False,False
Засекреченная катастрофа: как в 1949 году на Волге погибло 200 человек https://t.co/OvSMyeed9Q https://t.co/C6n69KgPNZ,neutral,1233192950471036928,neutral,neutral,negative,negative,True,False,False
"Если когда нибудь будет Нюрнберг-2, то подсудимых на нём будет в разы больше, чем в 45...",negative,1297543426230059010,negative,negative,neutral,neutral,True,False,False
@orange303 Амой тональник никто не покупает ((,negative,1275159700846383104,negative,negative,neutral,neutral,True,False,False
"Кто больше всего дискредитирует социализм, коммунизм, СССР, Ленина, Сталина...?",neutral,1342748175141101568,neutral,neutral,negative,negative,True,False,False
"...Куда делись ""Врачи без границ"" и прочие спасители человечества | ... https://t.co/x22lEjyo2G",neutral,1243209694983999493,neutral,neutral,negative,negative,True,False,False
Ем злаковый батончик. Тревога ест меня.,negative,1341718096004976643,negative,negative,neutral,neutral,True,False,False
"@usthsw /ходит вокруг, агрессивно излучая дружбу/",neutral,1276470685087469569,neutral,negative,neutral,negative,False,True,False
@misha_bright Тогда спать ложись не в час ночи!!!1!!!,negative,1320693782283694086,negative,neutral,negative,neutral,False,True,False
@sooqabreathe вау три вещи которых в последнее время у меня как раз нет от слова совсем,negative,1302637735577096194,negative,negative,neutral,neutral,True,False,False
@watermelonONK цена жизни  обесценилась,neutral,1324080456304889866,neutral,neutral,negative,negative,True,False,False
"Оля Полякова с дочкой переболела коронавирусом: ""Я такой температуры никогда не видела""    https://t.co/xgGDxLvMa5 https://t.co/qQKWRSPQbW",neutral,1255911117043441665,neutral,neutral,negative,negative,True,False,False
"@angry_catttt ОЙ, ДАВАЙ ПАРНЫЕ АВЫ-",positive,1314548522952294400,positive,neutral,positive,neutral,False,True,False
@doramnoefile я сказала чт опросто долго писала лола там реально ахуеть какойе длинное,neutral,1326594593417269249,neutral,neutral,negative,negative,True,False,False
Я продолжу спойлерить вам ее потому что она черт возьми охуенна https://t.co/GsT6mVVce2,positive,1276816329299935232,positive,negative,positive,negative,False,True,False
Хочу купить альбом......,positive,1229066778707464192,positive,positive,neutral,neutral,True,False,False
@Uctrizawtramwae Не плачь! 🌹🌹🌹Она будет. Она придет неожиданно.🌹🌹🌹,positive,1281602093078450177,positive,neutral,positive,negative,False,True,False
"@yunglole Ля
Не так прочитала ""заработали""😅",positive,1247798955632541697,positive,neutral,positive,neutral,False,True,False
Зато крыло ниче так получилось хд https://t.co/NhcY4Dx4O4,positive,1286344382875041793,positive,positive,neutral,neutral,True,False,False
"Я конечно же не пью , но бутылочку пива я бы тяпнула👐🏽",positive,1246779861403873286,positive,neutral,positive,negative,False,True,False
@dron0356 Мы из Гулага так и не вышли.,negative,1299400370448404481,negative,negative,neutral,neutral,True,False,False
@coffeeandvrooom Он просто все твое жранье сточит лол,neutral,1271136507672264705,neutral,neutral,negative,negative,True,False,False
@den_ben_den2 за спиженый твит хочешь что бы уткин тебе пезду лизнул?,negative,1307683638482546689,negative,neutral,negative,neutral,False,True,False
"@turbo_pixel О, уже интересно, рассказывай))",positive,1214233266095607808,positive,neutral,positive,neutral,False,True,False
@spasatelkubani Тыж на спорте))),positive,1317410107836272640,positive,neutral,positive,neutral,False,True,False
"В миллионный раз теряю веру в вк как платформу для контента
Мне нужен кто-то кто будет пинать меня вести инст",neutral,1309046170719858690,neutral,neutral,negative,negative,True,False,False
обнимашек?..,positive,1249772635715776512,positive,positive,neutral,neutral,True,False,False
"мне посоветовали клип троя сивана на песню ""heaven"" иду смотреть!!!!",neutral,1291286615185399809,neutral,neutral,positive,positive,True,False,False
@Vittorio_Nora чмоки!,positive,1311325753997492225,positive,negative,positive,negative,False,True,False
@litewren @karin_karin_b а без работы у человека не было бы стола и стула? он не платил бы за электричество и еду? :),neutral,1267798844135419906,neutral,neutral,negative,negative,True,False,False
мертвецы вэй усяня когда слышат зов чэньцин https://t.co/erAiKgewZe,neutral,1272043060352950272,neutral,neutral,negative,negative,True,False,False
"Тот, кто придумал доставку продуктов, гениален. Так в тему с таким состоянием",positive,1270721795889348611,positive,positive,positive,neutral,True,True,False
"@osakhalinIsland Напоминание) Правильно и сделали, освежили память.",positive,1300004190840905728,positive,neutral,positive,neutral,False,True,False
@yourspringtiger Капец смеюс,positive,1307914442663813120,positive,positive,neutral,neutral,True,False,False
"@lncnhee ооооо, хуита аж зевнула захвхвхвз🥱",negative,1317219074066219008,negative,positive,negative,positive,False,True,False
@sspitfire_pilot Из банов тебе толкьо шихек светит🤩,negative,1236006602832072704,negative,negative,positive,positive,True,False,False
@MsKirona Значит ждём. Залпом кооп ждёт )),neutral,1308415599064870915,neutral,neutral,positive,positive,True,False,False
@rnqiing Смириться и продолжать шутить👁👁,negative,1311027396347400196,negative,negative,positive,positive,True,False,False
🕯 в полноформатном альбоме трэжер будет мичоганэ 🕯,neutral,1341112602089431040,neutral,neutral,positive,positive,True,False,False
"@BorisAbramich Это ещё давно началось: с больных генсеков, чтобы на западе не смогли сделать анализы и узнать состояние их здоровья",negative,1219693096486739975,negative,neutral,negative,neutral,False,True,False
@zamay86 замай сегодня че то разошёлся,neutral,1321137543858081795,neutral,neutral,negative,negative,True,False,False
"ага, это на одном мясоперерабатывающем предприятии больше тысячи инфицированных.",negative,1274667583174836224,negative,neutral,negative,neutral,False,True,False
"вы видели эти посылки это люцик творил, они получали их типа от имени моего Мужа",negative,1224868792121118720,negative,neutral,negative,neutral,False,True,False
@luwuahn стоп нет ты писька,negative,1305804997158936576,negative,negative,neutral,neutral,True,False,False
@kuukiishi я погуглила там написано кевин,neutral,1269315244414959616,neutral,neutral,negative,negative,True,False,False
"В прошлый раз, когда я сделал это и упомянул @realdonaldtrump, мой компьютер сошел с ума медленно! Посмотрим, что будет в этот раз ?!",neutral,1255292922767052801,neutral,neutral,negative,negative,True,False,False
@Dikegodness Конечно же я не имею ввиду хронических алкоголиков и наркоманов,negative,1283352493573971968,negative,neutral,negative,neutral,False,True,False
улицы гремят,neutral,1290936676026593287,neutral,neutral,negative,negative,True,False,False
@tjournal Тупо продадут данные и всё,negative,1263676250129936385,negative,negative,neutral,neutral,True,False,False
"@MedvedevRussia Ну что, старина? Получил коленом под зад в качестве награды за преданную службу? Поделом.",negative,1217837871949852673,negative,neutral,negative,neutral,False,True,False
@NikoStolz @dasha_bonjour Холодильник требовал жертву,neutral,1302922759543181314,neutral,neutral,negative,negative,True,False,False
"@supermegafedor @the_lll_end @milosev1c Когда совести нет, это вообще удобно",negative,1284080243075100672,negative,negative,neutral,neutral,True,False,False
@nteashit ооо это верно😌,positive,1332425506449477640,positive,neutral,positive,neutral,False,True,False
@doogeunmi @bbcryhyun лучше лте кстати 🚬,neutral,1298014480115302402,neutral,neutral,positive,positive,True,False,False
пойду раздену кена,neutral,1337860246476386306,neutral,neutral,negative,negative,True,False,False
"@Sandy_mustache Ну это же Северный поток - 3🤣 
Его только думают, как делать. Ведь сначала о других путин думает, а потом о своём народе.",negative,1306579097905254400,negative,negative,neutral,neutral,True,False,False
@_Melnichenko Замётано. ))),positive,1297465072453902336,positive,neutral,positive,neutral,False,True,False
Я ХОЧУ СОБАКУ,positive,1318606688237330437,positive,neutral,positive,neutral,False,True,False
@AlyonaPikachu Пиздануться,negative,1308341976455053312,negative,negative,neutral,neutral,True,False,False
"три руки вышли из дохуллион, можно отпраздновать.",negative,1265413409216040965,negative,negative,positive,positive,True,False,False
"Шуточки про 14 и 21 балл Феликса и Бени лучшее, что мог дать этот мелфест",positive,1236401169368518657,positive,neutral,positive,neutral,False,True,False
"@DeliNicole @teddygrayss Что-то парень в своих комментариях наделал столько ошибок, начиная с глагола «надевать», заканчивая своим мнением",neutral,1293510288369737730,neutral,negative,neutral,negative,False,True,False
@persipelle Урааа💜,positive,1243845090101071872,positive,positive,neutral,neutral,True,False,False
@ABrytkin 100% это с дно тв @shhhnyak,negative,1252948571076386818,negative,negative,neutral,neutral,True,False,False
Я СКАЧАЛА ТЕРРАРИЮ НА НОУТ @altaismylove,positive,1291400410830376960,positive,neutral,positive,neutral,False,True,False
@angi_je Не знаш шта те снашло...добродошла у клуб!,neutral,1284464311289761794,neutral,neutral,positive,positive,True,False,False
Все чаще и чаще в последнее время чувствую желание не появляться в интернете. Просто от всего этого отдохнуть,negative,1333740018112884736,negative,negative,neutral,neutral,True,False,False
хочу пива(((,negative,1223278559499816960,negative,negative,positive,positive,True,False,False
"господи, этот парень ведь даже н пытается замести следы?? его можно Очень легко вычислить.",neutral,1343278930728509441,neutral,negative,neutral,negative,False,True,False
@di_mi_ni_ Ты уже наш френд🥴🥰🤫🤩,positive,1219008594479403008,positive,neutral,positive,neutral,False,True,False
@jnemirine хорошо☺️,neutral,1296185247663611904,neutral,positive,neutral,positive,False,True,False
@kingofqueerland А вы батенька экстримал)),positive,1296454429726703622,positive,neutral,positive,neutral,False,True,False
"@law_tattoo Слыш)) открой форточку, впусти свежий воздух 😏",neutral,1341297122122063873,neutral,neutral,positive,positive,True,False,False
@yourloseer вау,positive,1323067347310120960,positive,positive,neutral,neutral,True,False,False
В моих снах даже Мориарти паникует.,neutral,1265305976326012928,neutral,neutral,negative,negative,True,False,False
@pepivuul1 Бубуничка моя,positive,1241109363697299460,positive,positive,neutral,neutral,True,False,False
хочу чебурек,positive,1237734781909164035,positive,positive,negative,negative,True,False,False
@alex_potapov73 @interfaxua Русский! Иди домой! Тут водки нет!,negative,1259733524678148097,negative,neutral,negative,neutral,False,True,False
"@F8vZraL8dKK8wFY За то есть, что вспомнить! 😂😂😂",positive,1318209630280077322,positive,positive,neutral,neutral,True,False,False
"Хотела сегодня пойти в юбке 
но сегодня ливень весь день
вселенная не хочет походу",negative,1266321014675460097,negative,neutral,negative,neutral,False,True,False
@__nanauu__ сама ты блин😔👊🏿,negative,1270456510347390976,negative,negative,positive,positive,True,False,False
"причем желательно большой дружной толпой, я знаю, вы могете, ну ребят((((",positive,1230623511414296582,positive,negative,positive,negative,False,True,False
@scaryseoul ДА НУ БЛ(,negative,1246517100841222145,negative,neutral,negative,neutral,False,True,False
